,user_id,embedding
1314,1314,"[0.11269241571426392, 0.4840924143791199, 0.40986645221710205, 0.6718608140945435, -0.15386512875556946, -0.39118218421936035, 0.16321644186973572, -0.3556360900402069, 0.39803194999694824, -0.08754967898130417, 0.13219872117042542, 0.43842533230781555, -0.49022459983825684, -0.24492934346199036, 0.2497399002313614, 0.5539604425430298, -0.681041955947876, -0.1767463982105255, -0.13287031650543213, 0.37253108620643616, 0.616753339767456, -0.08145773410797119, -0.2746243476867676, -0.5046179294586182, 0.756967306137085, 0.9315568208694458, -0.13188695907592773, -0.8002864122390747, -1.4432384967803955, -0.19140860438346863, 0.117330402135849, 0.11812302470207214, -0.8584825396537781, 0.5087157487869263, -1.219077706336975, 0.20661070942878723, -0.71732097864151, 0.25306689739227295, 0.01681464910507202, -0.4979694187641144, -0.3740214705467224, 0.296138733625412, -0.14889588952064514, 0.1771547645330429, -0.027065828442573547, 0.8349454402923584, -0.5908244848251343, -0.3615465760231018, -0.06591442972421646, -0.4304942488670349, -0.3027012050151825, 0.7270839214324951, 0.14699986577033997, -0.9762918949127197, -0.03910108655691147, -0.8251891136169434, 0.5455694198608398, 0.4203089773654938, -0.2870531380176544, -0.9196107387542725, -0.3842727243900299, 0.2924445867538452, -0.237326517701149, -0.3617401123046875]"
1315,1315,"[-0.7704699635505676, -0.3984447121620178, 0.06604401767253876, 0.6152387857437134, 0.4180862009525299, 0.6933576464653015, 0.8514614105224609, 1.0263429880142212, 0.5910906791687012, 0.047581642866134644, -0.5577957630157471, 0.034928176552057266, -0.3334791660308838, 0.8050789833068848, 0.17265552282333374, 0.3654671609401703, -0.7556521892547607, 0.7284755706787109, 0.4766630530357361, -0.3385158181190491, 0.2980322241783142, -0.8305469751358032, -0.7731095552444458, 0.617952823638916, 1.002679705619812, -0.9349366426467896, 0.09232474863529205, 0.5270498991012573, 0.42873141169548035, 0.47587084770202637, 0.5600483417510986, 0.6274595260620117, 0.24087053537368774, 0.6112546920776367, -1.1420835256576538, 0.4032596945762634, -0.9119677543640137, -0.15600764751434326, 0.10219413787126541, 0.7365744113922119, -0.4740291237831116, 0.3319200575351715, 0.2594314515590668, -0.5431606769561768, 1.025169849395752, 0.4866757392883301, -0.8103064298629761, -0.6676677465438843, 0.4831250011920929, 0.745071530342102, -0.3629901707172394, -0.9609215259552002, 0.9246748089790344, -0.4864143133163452, -0.37775933742523193, 0.818463146686554, -0.8251170516014099, 0.14236876368522644, -0.7972721457481384, 0.6572089195251465, -0.09060662984848022, -0.894133448600769, 0.5901992321014404, -0.49289917945861816]"
1316,1316,"[-0.12060729414224625, 0.13555805385112762, -0.13335415720939636, 0.29753732681274414, -0.11932038515806198, -0.22337503731250763, -0.503262996673584, 0.1158217117190361, -0.6483776569366455, -0.06566799432039261, 0.6266201734542847, -0.39660537242889404, 0.09709280729293823, 0.07795862853527069, 0.6585018038749695, 0.21150636672973633, -0.35493218898773193, 0.4523827135562897, -0.38649600744247437, -0.28116896748542786, 0.18925902247428894, -0.3580685555934906, 0.10877878218889236, 0.6086580753326416, -0.3481912612915039, -0.09954722970724106, -0.9693020582199097, 0.20552700757980347, 0.2657352685928345, -1.211402177810669, 0.29703575372695923, 0.5449753999710083, 0.2704932391643524, -0.31270402669906616, 0.005682948976755142, -0.6182577610015869, -1.0221717357635498, 0.5489758849143982, 0.7727183103561401, 0.3044518828392029, -0.20979022979736328, -0.3478052616119385, -0.7302846312522888, -0.8698717355728149, -0.2157619744539261, -0.875844419002533, 0.6290350556373596, 0.22224822640419006, -0.7542424201965332, 0.7207518815994263, -0.1788404881954193, -0.2860610783100128, -0.3256430923938751, 0.30141350626945496, 0.41289061307907104, 0.2834196984767914, -0.14789509773254395, -0.917649507522583, 0.6503937244415283, 0.016153518110513687, 0.93473219871521, -0.4604756832122803, 0.5451053380966187, 0.8015576004981995]"
1317,1317,"[-0.5256726741790771, 0.7751862406730652, -0.1214148998260498, 0.31605371832847595, 0.5804775357246399, -0.21522314846515656, 0.18700480461120605, -0.6084873676300049, -0.31812483072280884, 0.163222998380661, 0.5167324542999268, 0.37209242582321167, -0.43990468978881836, 0.41348445415496826, -0.15047617256641388, 0.274661660194397, -0.08120641112327576, 0.15920454263687134, -1.2836594581604004, -0.523513674736023, 0.6552577018737793, 0.17516149580478668, 0.47666844725608826, -0.4802173376083374, 0.1233958899974823, -0.7626017332077026, -0.14310172200202942, 0.46888285875320435, -0.3005007803440094, -0.13448496162891388, 0.23717552423477173, 0.26825833320617676, -0.18863990902900696, -0.04674756899476051, -0.8060588240623474, -0.6544244289398193, -0.5446503758430481, 0.6445261240005493, 0.5375204682350159, 0.6134864687919617, 0.04337785020470619, 0.6679168939590454, -0.17980289459228516, -0.6214412450790405, -0.15364472568035126, -0.4726390540599823, 0.05447978526353836, 0.5937634110450745, -0.8184858560562134, 0.37499481439590454, 0.06722764670848846, -0.4556220769882202, -0.5300734639167786, 0.4460259675979614, 0.38724493980407715, -0.07641567289829254, 0.4189923405647278, -0.47656580805778503, 0.35957372188568115, 0.17418281733989716, -0.44181618094444275, -0.6482759714126587, 0.30072906613349915, 0.6939581632614136]"
1318,1318,"[0.5685175657272339, -0.04554459825158119, -0.30898791551589966, 0.6364281177520752, 0.2846065163612366, -0.4901442229747772, 0.20200395584106445, 0.28005149960517883, -0.6992384791374207, -0.4872942268848419, 0.48338574171066284, -0.28110480308532715, 0.21020269393920898, 0.5848898887634277, 0.22187219560146332, -0.7892795205116272, -0.3173466622829437, -0.3393894135951996, -0.4306303560733795, -0.6433543562889099, 0.5386978983879089, 0.6954788565635681, 0.4923877716064453, 0.15233060717582703, -0.3539341390132904, 0.1379830539226532, 0.261671781539917, -0.010874351486563683, -0.4375481903553009, -0.4935651123523712, 0.49841052293777466, 0.09407388418912888, -0.331930935382843, -0.2629840075969696, -0.2259577214717865, -0.541907548904419, -0.6666175127029419, 0.5538644194602966, 0.790274441242218, 0.4276537597179413, 0.5478347539901733, 0.6450268030166626, 0.09023594856262207, -0.0091911181807518, -0.26065680384635925, -0.8918614387512207, -0.07561090588569641, 0.3372902572154999, -0.9654515981674194, 0.5058619379997253, 0.48399317264556885, -0.502190887928009, -1.027489423751831, -0.19117142260074615, 0.9164026975631714, 0.6195457577705383, -0.7463489770889282, 0.6445506811141968, 0.6844941973686218, 0.11888150870800018, 0.2216949611902237, -0.5868712663650513, 0.18685442209243774, 0.4698856770992279]"
1319,1319,"[-0.34040358662605286, 0.06908442080020905, -0.7326093912124634, -0.2966892421245575, 0.1731659471988678, -0.8766988515853882, -0.2077508121728897, 0.2629149556159973, 0.8740359544754028, -0.4087311625480652, 0.27615979313850403, -0.7791051268577576, -0.3122454285621643, -0.34099501371383667, -0.0894850343465805, 0.6631824970245361, -0.8197322487831116, 0.1930057406425476, -0.14131100475788116, -0.9626086950302124, 0.5642727613449097, 0.4946471154689789, 0.40824228525161743, 0.7998661398887634, 0.19073913991451263, -0.5084736943244934, -0.23583382368087769, 1.2119375467300415, 0.6704210042953491, -0.9218910336494446, 0.4892174005508423, 0.1927231252193451, -0.38727739453315735, 0.3263871371746063, 0.8512756824493408, -0.6577315330505371, 0.016421552747488022, 0.4122420847415924, -0.5671835541725159, -0.6428285241127014, 0.0776851624250412, 1.4737823009490967, 0.14266860485076904, -0.5711914300918579, -0.1334630399942398, -0.48876047134399414, 0.48486998677253723, -0.03501422703266144, 0.07450710982084274, 0.2275407910346985, 0.10793866217136383, -0.331663578748703, -0.5284243226051331, -0.07297220826148987, 0.5818989276885986, 0.6151719689369202, -0.11194318532943726, 0.39595502614974976, -0.5157998204231262, -0.8207117319107056, 0.3837851285934448, -0.5049741268157959, -0.000993184745311737, 0.8408586978912354]"
1320,1320,"[0.6984559297561646, -0.35728180408477783, -0.2305443286895752, 0.11024750024080276, -0.5542500019073486, 0.5079089403152466, -0.3544023633003235, 0.10576336085796356, 0.502556324005127, 0.7059138417243958, 0.46702584624290466, -0.7905703783035278, -0.5143269896507263, 0.4764433801174164, -0.9791324734687805, 0.4587688148021698, -0.28492218255996704, 0.4068080186843872, 0.13171768188476562, 0.034646544605493546, 0.37931960821151733, 0.6874273419380188, 0.4105713367462158, -0.214817076921463, 0.7330446243286133, -0.30085474252700806, -0.12765155732631683, -0.071869395673275, -0.3121069669723511, -0.7287171483039856, 0.10559308528900146, 0.44472065567970276, 0.1278282105922699, -0.5445393919944763, -0.22597955167293549, -0.06037009507417679, 1.0203977823257446, 0.6542937755584717, 0.4591425061225891, 0.4297310411930084, -0.501776397228241, -0.5187496542930603, 0.2980792820453644, 0.4663940966129303, -0.14265349507331848, 0.5341163873672485, 0.6633860468864441, -0.6874952912330627, -0.10051708668470383, 0.091326043009758, 0.8303331136703491, -0.23621708154678345, 0.15031099319458008, -0.09258157759904861, -0.31883370876312256, -0.23164522647857666, -0.31950390338897705, -0.3513246476650238, 0.6205751895904541, 0.24376043677330017, -0.009344533085823059, 0.20586949586868286, -0.5633177161216736, 0.17535759508609772]"
1321,1321,"[-0.38355860114097595, 0.12972807884216309, 0.005195457488298416, 0.8733171224594116, 0.412751704454422, -0.8482036590576172, 0.8242270350456238, 0.816997230052948, 0.5042822360992432, 0.027043990790843964, -0.34446415305137634, 0.8176041841506958, -0.023158591240644455, -0.5503800511360168, 0.5269456505775452, 0.21734629571437836, 0.2354070395231247, -0.06321707367897034, 0.723994791507721, -0.6825330257415771, -0.54012531042099, -0.366563081741333, -0.6510112881660461, 0.27407246828079224, -0.014988236129283905, -0.13517341017723083, -0.1709374189376831, 0.5719891786575317, 0.6683788299560547, 0.6185479760169983, 0.04377663880586624, 0.32790589332580566, -0.31925421953201294, 0.26031970977783203, 0.29446443915367126, 0.4894344210624695, -0.36778420209884644, -0.7223392724990845, -0.36248308420181274, 0.3729608356952667, -0.38184913992881775, -0.5035901069641113, 0.0916157215833664, -0.5197244882583618, 0.7207254767417908, 0.6316117644309998, -0.4345512092113495, 0.3223581314086914, -0.13603723049163818, 0.704983115196228, 1.162972331047058, -0.7591546773910522, 0.42934998869895935, 0.012861192226409912, -0.4691963791847229, 0.8591606020927429, -0.4253384470939636, 0.5697181820869446, -0.9679204821586609, 1.178898811340332, -0.8461146354675293, -0.15629327297210693, 0.4569709300994873, -0.032554008066654205]"
1322,1322,"[0.5293396711349487, -0.24574853479862213, 1.0879004001617432, 0.5353880524635315, 0.5283224582672119, 0.5738884806632996, -0.3332216739654541, 0.538983941078186, 0.25679734349250793, -0.23574373126029968, -0.35059523582458496, 0.39180171489715576, -0.5359722971916199, -0.21157589554786682, 0.4848936200141907, 0.4371844530105591, 0.33453720808029175, 0.308152973651886, -0.02407294511795044, 0.4110373258590698, -0.6773674488067627, -0.257454514503479, -0.6981592178344727, 0.1869397610425949, 0.7661699056625366, 1.0107777118682861, 0.11153720319271088, 0.0661846324801445, -0.1676950752735138, 0.04999310523271561, 0.12990762293338776, 0.3292575180530548, 0.24674375355243683, -0.5242766737937927, -0.7482173442840576, 0.6763291358947754, -0.95694500207901, -0.23276792466640472, -0.7921130657196045, -1.0200304985046387, 1.0438634157180786, 0.5207098126411438, 0.3996240198612213, 0.4154425859451294, -0.0013113319873809814, 0.5820194482803345, -0.6601320505142212, -0.36675870418548584, 1.0999515056610107, -0.624504029750824, 0.49321526288986206, 0.1941470056772232, 0.17666557431221008, -0.26563823223114014, -0.23990166187286377, 0.3778635263442993, 0.5185204744338989, 0.702560544013977, -0.5793504118919373, -0.7713689804077148, -0.3677985966205597, 0.47952529788017273, 0.17628365755081177, -0.5578686594963074]"
1323,1323,"[0.3916996121406555, -0.9415855407714844, -0.6315718293190002, 0.10636496543884277, 0.3522593379020691, -0.047047022730112076, 0.013676807284355164, 0.32169651985168457, -0.003812745213508606, 0.6436089277267456, -0.7581335306167603, -0.7830209732055664, -0.4171316623687744, -0.16564200818538666, -0.16039448976516724, 0.3080942630767822, 0.5112258791923523, -0.6212287545204163, -0.014800406992435455, -0.17068929970264435, -0.0715620145201683, 0.4526550769805908, 0.6952162384986877, 0.45195692777633667, 0.6780083775520325, -0.8212220072746277, 0.37891167402267456, 0.5114074945449829, -0.3325054347515106, -0.7208652496337891, -0.36430978775024414, -0.20553171634674072, 0.3625430166721344, -0.11370743066072464, 0.16546031832695007, -0.4137622117996216, 0.9078618884086609, 0.410565048456192, 0.24298247694969177, -0.5577626824378967, -0.5202339887619019, -1.001676321029663, 0.7642737030982971, -0.23547221720218658, 0.8910636901855469, 0.701705813407898, 0.7962558269500732, -0.562900722026825, -0.2094629555940628, 0.9772138595581055, -0.21918350458145142, -0.319509893655777, -0.2563629150390625, -1.139093041419983, 0.29817309975624084, 0.6430719494819641, -0.20419198274612427, 0.3144700527191162, -0.3736896514892578, 0.6592283844947815, -0.7833738327026367, -0.2167452722787857, 0.16345630586147308, -0.3713182210922241]"
1324,1324,"[0.20286643505096436, -0.12038718163967133, -0.29851439595222473, 0.39767342805862427, 0.6940903663635254, -0.23538285493850708, -0.30842846632003784, -0.6179794669151306, -0.012265707366168499, 0.26873788237571716, -0.6609594821929932, -0.425014466047287, 0.04914041608572006, -0.3345227837562561, -0.24617166817188263, 0.3830837905406952, -0.09411242604255676, 0.009318526834249496, -0.07223065197467804, 0.54588383436203, 0.2792677581310272, -0.3038627505302429, -0.26947230100631714, -0.2623511254787445, -0.43983542919158936, 0.27763745188713074, -0.5049944519996643, 0.48206815123558044, -0.8914355635643005, -0.002934800460934639, 0.16060486435890198, -0.5944858193397522, -0.36747103929519653, 0.5280005931854248, 0.5032937526702881, 0.6120195984840393, 0.47482651472091675, 0.3722468614578247, -0.5689389705657959, -0.638606071472168, -0.9672082662582397, 0.7710207104682922, 0.12456727027893066, -0.09369375556707382, 1.2236641645431519, -0.5004509687423706, -0.1922406405210495, -0.6794640421867371, 0.6550928354263306, 0.05797600746154785, -0.4581373631954193, -0.641309916973114, 0.15005704760551453, -0.41119876503944397, -0.4208805561065674, -0.14244331419467926, 0.49274012446403503, 0.488931268453598, -1.2174381017684937, 0.17472782731056213, -0.9766683578491211, 0.2105483114719391, 0.8893605470657349, 0.2236957848072052]"
1325,1325,"[-0.5239238739013672, 0.0742768794298172, -0.5712137818336487, -0.6125103831291199, 0.526435136795044, -0.45357200503349304, -0.5557421445846558, -0.3147130310535431, 0.689049243927002, 0.6731962561607361, 0.5133495926856995, -0.9334302544593811, -0.5199731588363647, 0.14979295432567596, -0.3221486508846283, 0.6540950536727905, -0.752583384513855, -0.12314489483833313, -0.6026204228401184, 0.09054645150899887, 0.30572688579559326, 0.3294312059879303, 0.18275219202041626, 0.5722225308418274, 0.6665576696395874, -0.5658325552940369, 0.16194137930870056, 0.6567749381065369, 0.09460431337356567, -0.12463414669036865, 0.6169166564941406, 0.5083284974098206, 0.24652788043022156, 0.1455499827861786, 0.5205727219581604, -0.6117726564407349, -0.8795281052589417, 0.7240022420883179, 0.46456846594810486, 0.3528752326965332, -0.5154080986976624, 1.3927803039550781, 0.2235366702079773, 0.6605265140533447, -0.46600204706192017, -0.3702473044395447, 0.5338828563690186, -0.7500998973846436, -0.5139740109443665, -0.29122936725616455, 0.2683044672012329, -0.5496614575386047, 0.2176717221736908, 0.2467789202928543, 0.3383942246437073, 0.09126850217580795, 0.047184720635414124, -0.7105637788772583, 0.31045857071876526, 0.5061924457550049, 0.3630615472793579, -0.4573899507522583, 0.12733641266822815, 0.7795918583869934]"
1326,1326,"[0.010989479720592499, -0.17227330803871155, -0.6010932922363281, -0.7073850035667419, -0.10511648654937744, -0.7481728792190552, -0.006020616739988327, -0.46542635560035706, 0.09441123902797699, 0.07388350367546082, 0.14750364422798157, -0.4555720090866089, 0.6209344863891602, 0.21745264530181885, -0.36577990651130676, 0.09456951916217804, 0.42637914419174194, -0.04050266370177269, 0.04949144273996353, 0.34481555223464966, 0.19379843771457672, 0.06246378272771835, 0.7874045968055725, 0.02679797261953354, 0.553270697593689, -0.043170683085918427, 0.44193822145462036, 0.22737184166908264, -0.2423880398273468, -0.04519130662083626, 0.1184196025133133, 0.33736324310302734, 0.047156088054180145, -0.04020873084664345, -0.149812713265419, -0.6258775591850281, 0.5195596814155579, 0.5390504002571106, 0.33940237760543823, 0.2649417519569397, -0.49923110008239746, -0.3084743916988373, -0.042049821466207504, -0.21720099449157715, 0.6707139611244202, 0.30673661828041077, 0.5369951725006104, 0.2924293875694275, -0.007886886596679688, 0.4708724617958069, 0.40889379382133484, 0.007563392631709576, 0.282234251499176, 0.11240417510271072, 0.054534703493118286, 0.32475364208221436, 0.06613026559352875, -0.30292627215385437, 0.6073412895202637, 0.6288968324661255, -0.4639778733253479, 0.11089983582496643, 0.014472976326942444, -0.35448768734931946]"
